2023-04-19 11:37:53,494:INFO:Row: ['uniform', '1000', '0', '28.77443105'], Mean: 14.425891212958177, Standard deviation: 8.265355383213688, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,770:INFO:Row: ['poisson', '1000', '97', ''], Mean: 96.871, Standard deviation: 9.581146017048274, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,770:INFO:Row: ['weibull', '1000', '0.304982977', ''], Mean: 8.348421287174398, Standard deviation: 36.611880471222115, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,770:INFO:Row: ['binomial', '10000', '774', '0.74868177'], Mean: 579.4302, Standard deviation: 12.024688268724475, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,770:INFO:Row: ['poisson', '10000', '64', ''], Mean: 64.0424, Standard deviation: 8.024126260222978, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,770:INFO:Row: ['binomial', '10000', '319', '0.599780108'], Mean: 191.2766, Standard deviation: 8.783398683880858, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,770:INFO:Row: ['uniform', '10000', '0', '9.426462743'], Mean: 4.724303374569105, Standard deviation: 2.71967227481569, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,770:INFO:Row: ['binomial', '1000', '18', '0.567081803'], Mean: 10.245, Standard deviation: 2.156148186002066, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,770:INFO:Row: ['weibull', '1000', '0.731703039', ''], Mean: 1.1955598300183978, Standard deviation: 1.6988703155344391, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,770:INFO:Row: ['binomial', '10000', '530', '0.880700091'], Mean: 466.8512, Standard deviation: 7.5328785042638255, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,770:INFO:Row: ['weibull', '1000', '0.286615856', ''], Mean: 9.494661668796757, Standard deviation: 44.80718772163536, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,785:INFO:Row: ['weibull', '100000', '0.111757472', ''], Mean: 303044.8328703863, Standard deviation: 17298238.684948545, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,785:INFO:Row: ['normal', '100000', '94.99634431', '15.60229566'], Mean: 94.9075154467332, Standard deviation: 15.575646284869148, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,785:INFO:Row: ['normal', '1000', '46.12284808', '44.76839016'], Mean: 47.091777814193264, Standard deviation: 46.55414320287969, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,785:INFO:Row: ['uniform', '1000', '0', '17.46541457'], Mean: 9.121477844975468, Standard deviation: 5.035531319328956, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,785:INFO:Row: ['normal', '1000', '16.49669524', '29.26918848'], Mean: 17.588297550510134, Standard deviation: 28.67402986286924, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,785:INFO:Row: ['normal', '100000', '53.40393801', '26.81455731'], Mean: 53.35638660939741, Standard deviation: 26.884414415778522, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,785:INFO:Row: ['uniform', '100000', '0', '31.4400282'], Mean: 15.70747942583909, Standard deviation: 9.084478352884025, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,785:INFO:Row: ['weibull', '10000', '0.451584897', ''], Mean: 2.471252400308699, Standard deviation: 6.720754610533675, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,785:INFO:Row: ['poisson', '10000', '66', ''], Mean: 65.8907, Standard deviation: 8.067437852874976, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,785:INFO:Row: ['weibull', '10000', '0.260152704', ''], Mean: 18.207240412118885, Standard deviation: 132.5713869111441, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,801:INFO:Row: ['uniform', '1000', '0', '36.77080562'], Mean: 17.70325688559661, Standard deviation: 10.775626850072735, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,801:INFO:Row: ['weibull', '1000', '0.33225887', ''], Mean: 6.115061915335242, Standard deviation: 28.24053671201415, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,801:INFO:Row: ['weibull', '100000', '0.536762179', ''], Mean: 1.7689144709856697, Standard deviation: 3.5702354299368353, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,801:INFO:Row: ['poisson', '100000', '96', ''], Mean: 96.0508, Standard deviation: 9.786529484960438, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,801:INFO:Row: ['poisson', '1000', '15', ''], Mean: 14.854, Standard deviation: 3.7797730090575548, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,801:INFO:Row: ['normal', '1000', '75.57403908', '39.46819114'], Mean: 76.73003218930363, Standard deviation: 38.51354701449005, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,801:INFO:Row: ['weibull', '1000', '0.663347042', ''], Mean: 1.2838372941918854, Standard deviation: 1.8453962854792734, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,801:INFO:Row: ['normal', '100000', '45.28278192', '34.08651784'], Mean: 45.14591004742557, Standard deviation: 34.09948417524026, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['weibull', '1000', '0.459592346', ''], Mean: 2.431491451652358, Standard deviation: 6.396545446964399, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['uniform', '10000', '0', '33.82766121'], Mean: 16.96915554029098, Standard deviation: 9.792408573913225, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['normal', '100000', '61.12644585', '38.48936691'], Mean: 61.080921353436985, Standard deviation: 38.50994386754232, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['binomial', '1000', '103', '0.023759004'], Mean: 2.47, Standard deviation: 1.4990330216509575, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['normal', '1000', '78.56241824', '33.61021824'], Mean: 79.32310158217992, Standard deviation: 35.153489684650665, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['binomial', '100000', '344', '0.851067657'], Mean: 292.75335, Standard deviation: 6.591758018730664, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['uniform', '10000', '0', '17.5674742'], Mean: 8.743844628181133, Standard deviation: 5.0425699621031495, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['binomial', '10000', '29', '0.243491818'], Mean: 7.0497, Standard deviation: 2.3049576807394967, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['uniform', '100000', '0', '40.65810511'], Mean: 20.2542226703118, Standard deviation: 11.75113955357376, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['binomial', '1000', '529', '0.677277358'], Mean: 357.826, Standard deviation: 10.995259160201726, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,817:INFO:Row: ['binomial', '1000', '438', '0.891335598'], Mean: 390.636, Standard deviation: 6.675140747579785, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['uniform', '1000', '0', '11.25452537'], Mean: 5.3609124912243304, Standard deviation: 3.135828339492628, Time elapsed: 0.015607 seconds
2023-04-19 11:37:59,833:INFO:Row: ['uniform', '10000', '0', '9.598428559'], Mean: 4.782313176010612, Standard deviation: 2.775592946576048, Time elapsed: 0.015607 seconds
2023-04-19 11:37:59,833:INFO:Row: ['binomial', '1000', '829', '0.11633037'], Mean: 96.415, Standard deviation: 8.959284290611611, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['normal', '10000', '47.25411439', '47.00726324'], Mean: 47.18066681206263, Standard deviation: 47.452464413752494, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['poisson', '1000', '4', ''], Mean: 4.052, Standard deviation: 2.002322651322708, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['binomial', '10000', '380', '0.842666788'], Mean: 320.1299, Standard deviation: 7.1561739770634425, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['normal', '1000', '78.12304952', '46.3865771'], Mean: 76.61276287539108, Standard deviation: 46.33515987623481, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['binomial', '1000', '37', '0.585085522'], Mean: 21.7, Standard deviation: 2.9722045690026113, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['binomial', '100000', '848', '0.867079281'], Mean: 735.20909, Standard deviation: 9.89132505642697, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['binomial', '10000', '36', '0.000824042'], Mean: 0.0318, Standard deviation: 0.17829402682086687, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['uniform', '10000', '0', '12.84204069'], Mean: 6.449927328268955, Standard deviation: 3.683338387942934, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['uniform', '1000', '0', '2.275671457'], Mean: 1.1422202475733403, Standard deviation: 0.635036411119481, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['uniform', '10000', '0', '28.46613617'], Mean: 14.254673684062878, Standard deviation: 8.216480914038307, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,833:INFO:Row: ['uniform', '100000', '0', '23.83249313'], Mean: 11.903794049481643, Standard deviation: 6.885903411249095, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,849:INFO:Row: ['normal', '100000', '11.2512605', '34.2239842'], Mean: 11.293192522178387, Standard deviation: 34.13653168845043, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,849:INFO:Row: ['binomial', '10000', '526', '0.995274666'], Mean: 523.533, Standard deviation: 1.5582397119827232, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,849:INFO:Row: ['weibull', '10000', '0.064289087', ''], Mean: 62106710744.75977, Standard deviation: 3451821907855.2905, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,849:INFO:Row: ['weibull', '100000', '0.541334673', ''], Mean: 1.7553036638722552, Standard deviation: 3.541598677750689, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,849:INFO:Row: ['binomial', '10000', '257', '0.633996059'], Mean: 163.0379, Standard deviation: 7.722438966414692, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,849:INFO:Row: ['normal', '1000', '34.38621527', '11.02349631'], Mean: 34.42841385190685, Standard deviation: 10.839167633828994, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,849:INFO:Row: ['normal', '1000', '64.0323523', '34.41312483'], Mean: 64.853604499167, Standard deviation: 35.66436124345975, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,849:INFO:Row: ['poisson', '10000', '63', ''], Mean: 63.024, Standard deviation: 7.852975487036745, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,849:INFO:Row: ['binomial', '10000', '658', '0.561129992'], Mean: 369.1348, Standard deviation: 12.656066883514798, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,865:INFO:Row: ['weibull', '100000', '0.020896928', ''], Mean: 3.7924340722537373e+48, Standard deviation: 1.1961114906707764e+51, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,865:INFO:Row: ['normal', '10000', '19.16827528', '38.94738994'], Mean: 19.882106775548145, Standard deviation: 38.79495229518433, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,865:INFO:Row: ['normal', '10000', '86.23128808', '26.82426819'], Mean: 86.03601485935619, Standard deviation: 26.844556025359786, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,865:INFO:Row: ['poisson', '1000', '21', ''], Mean: 21.183, Standard deviation: 4.576189572122204, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,865:INFO:Row: ['normal', '100000', '43.44434329', '30.67776098'], Mean: 43.28629919745895, Standard deviation: 30.659883276412305, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['uniform', '10000', '0', '4.556574836'], Mean: 2.2920599746779815, Standard deviation: 1.3154736184066593, Time elapsed: 0.005011 seconds
2023-04-19 11:37:59,870:INFO:Row: ['uniform', '1000', '0', '27.18167202'], Mean: 13.358618469437376, Standard deviation: 7.830085981821196, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['poisson', '10000', '74', ''], Mean: 73.932, Standard deviation: 8.57278111233455, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['binomial', '1000', '508', '0.86322457'], Mean: 438.038, Standard deviation: 7.869215716956805, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['poisson', '10000', '21', ''], Mean: 20.9163, Standard deviation: 4.615332524315014, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['weibull', '1000', '0.982847763', ''], Mean: 0.9823902415432995, Standard deviation: 0.980762400801759, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['uniform', '100000', '0', '35.7974669'], Mean: 17.92450241881069, Standard deviation: 10.335038348764774, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['poisson', '1000', '37', ''], Mean: 36.97, Standard deviation: 6.091395570803131, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['weibull', '10000', '0.358104948', ''], Mean: 4.7477826773237215, Standard deviation: 17.291654805166246, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['binomial', '1000', '485', '0.857994294'], Mean: 416.12, Standard deviation: 7.926260152177697, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['normal', '1000', '29.37252838', '12.46703066'], Mean: 29.573173192375485, Standard deviation: 12.097189454426283, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['binomial', '10000', '816', '0.747643909'], Mean: 610.0405, Standard deviation: 12.412987543295127, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,870:INFO:Row: ['weibull', '10000', '0.399348853', ''], Mean: 3.245324640774214, Standard deviation: 9.219463042692912, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,886:INFO:Row: ['weibull', '100000', '0.172460042', ''], Mean: 453.83155828816933, Standard deviation: 7509.713727984934, Time elapsed: 0.015642 seconds
2023-04-19 11:37:59,887:INFO:Row: ['weibull', '10000', '0.84000627', ''], Mean: 1.0772275400342184, Standard deviation: 1.277646198886251, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,887:INFO:Row: ['binomial', '10000', '980', '0.104057518'], Mean: 101.9927, Standard deviation: 9.660871943566999, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,887:INFO:Row: ['uniform', '1000', '0', '28.67686869'], Mean: 14.849568556841628, Standard deviation: 8.352477959905055, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,887:INFO:Row: ['poisson', '10000', '92', ''], Mean: 91.9836, Standard deviation: 9.704624209107738, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,887:INFO:Row: ['uniform', '1000', '0', '14.07859133'], Mean: 7.104318600391965, Standard deviation: 4.114352023062554, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,887:INFO:Row: ['poisson', '10000', '19', ''], Mean: 18.9304, Standard deviation: 4.320619844420474, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,887:INFO:Row: ['poisson', '10000', '96', ''], Mean: 95.9694, Standard deviation: 9.913186351521896, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,902:INFO:Row: ['poisson', '100000', '90', ''], Mean: 89.98435, Standard deviation: 9.504155148012895, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,902:INFO:Row: ['uniform', '100000', '0', '20.15940044'], Mean: 10.050393129532818, Standard deviation: 5.809855214873382, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,902:INFO:Row: ['binomial', '100000', '254', '0.867355407'], Mean: 220.33949, Standard deviation: 5.393421598568018, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,902:INFO:Row: ['binomial', '100000', '544', '0.480007884'], Mean: 261.1047, Standard deviation: 11.643503678446622, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,918:INFO:Row: ['uniform', '100000', '0', '39.77928957'], Mean: 19.890234414195678, Standard deviation: 11.494308794859412, Time elapsed: 0.015698 seconds
2023-04-19 11:37:59,922:INFO:Row: ['uniform', '1000', '0', '20.30803482'], Mean: 10.114065896022147, Standard deviation: 5.657531100037498, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,929:INFO:Row: ['poisson', '100000', '57', ''], Mean: 57.06779, Standard deviation: 7.59443971046581, Time elapsed: 0.000243 seconds
2023-04-19 11:37:59,931:INFO:Row: ['poisson', '1000', '17', ''], Mean: 16.778, Standard deviation: 4.031713779523542, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,932:INFO:Row: ['normal', '100000', '74.63291687', '27.12912339'], Mean: 74.67677828587759, Standard deviation: 27.18672890767591, Time elapsed: 0.002069 seconds
2023-04-19 11:37:59,932:INFO:Row: ['normal', '10000', '62.85240158', '33.23577663'], Mean: 62.83336747231671, Standard deviation: 33.40001886859532, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,932:INFO:Row: ['uniform', '100000', '0', '29.7598405'], Mean: 14.878810876696983, Standard deviation: 8.599170094963037, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,932:INFO:Row: ['binomial', '1000', '323', '0.123375275'], Mean: 40.129, Standard deviation: 6.021657496071991, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,932:INFO:Row: ['binomial', '100000', '763', '0.751117023'], Mean: 573.16684, Standard deviation: 11.978375700169034, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,932:INFO:Row: ['poisson', '100000', '23', ''], Mean: 22.98816, Standard deviation: 4.784629537843029, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,948:INFO:Row: ['poisson', '1000', '14', ''], Mean: 14.085, Standard deviation: 3.7833549925958576, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,948:INFO:Row: ['weibull', '1000', '0.035090081', ''], Mean: 1.1714675818100865e+21, Standard deviation: 3.651754756809386e+22, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,948:INFO:Row: ['poisson', '100000', '30', ''], Mean: 29.97756, Standard deviation: 5.468066975303064, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,948:INFO:Row: ['binomial', '1000', '481', '0.592620251'], Mean: 284.714, Standard deviation: 11.000736520797142, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,948:INFO:Row: ['normal', '100000', '23.7263591', '38.46553555'], Mean: 23.78927529921882, Standard deviation: 38.3638023608964, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,948:INFO:Row: ['poisson', '1000', '53', ''], Mean: 52.772, Standard deviation: 7.46069809066149, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,948:INFO:Row: ['poisson', '1000', '65', ''], Mean: 65.29, Standard deviation: 7.824570275740387, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,948:INFO:Row: ['uniform', '100000', '0', '36.22980058'], Mean: 18.16038938889403, Standard deviation: 10.46214223827822, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,961:INFO:Row: ['poisson', '1000', '50', ''], Mean: 49.989, Standard deviation: 7.0137635403540655, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,961:INFO:Row: ['uniform', '1000', '0', '16.81158619'], Mean: 8.49884965927259, Standard deviation: 4.698712663460315, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,961:INFO:Row: ['weibull', '100000', '0.555691125', ''], Mean: 1.6759434520596235, Standard deviation: 3.302691495670693, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,961:INFO:Row: ['binomial', '1000', '9', '0.0264051'], Mean: 0.24, Standard deviation: 0.4862098312457287, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,961:INFO:Row: ['poisson', '10000', '57', ''], Mean: 56.945, Standard deviation: 7.53519575060927, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,961:INFO:Row: ['weibull', '1000', '0.590165298', ''], Mean: 1.5989835781210984, Standard deviation: 2.6281090056093612, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,970:INFO:Row: ['weibull', '100000', '0.076261287', ''], Mean: 4996265695.925583, Standard deviation: 632624038763.7366, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,981:INFO:Row: ['poisson', '100000', '7', ''], Mean: 6.98887, Standard deviation: 2.6461870914770937, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,981:INFO:Row: ['weibull', '100000', '0.892482659', ''], Mean: 1.0606790699037956, Standard deviation: 1.1882620090715048, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,981:INFO:Row: ['binomial', '10000', '441', '0.422860988'], Mean: 186.587, Standard deviation: 10.392508407502012, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,981:INFO:Row: ['uniform', '100000', '0', '8.426154778'], Mean: 4.196779269488065, Standard deviation: 2.4306659943190145, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,981:INFO:Row: ['poisson', '10000', '1', ''], Mean: 1.0091, Standard deviation: 1.0147990884899336, Time elapsed: 0.000000 seconds
2023-04-19 11:37:59,997:INFO:Row: ['poisson', '1000', '49', ''], Mean: 48.972, Standard deviation: 6.875988365318836, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,004:INFO:Row: ['poisson', '1000', '30', ''], Mean: 30.016, Standard deviation: 5.342634556096833, Time elapsed: 0.006729 seconds
2023-04-19 11:38:00,004:INFO:Row: ['binomial', '1000', '410', '0.250634107'], Mean: 102.294, Standard deviation: 8.684098341221153, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,004:INFO:Row: ['weibull', '100000', '0.92730133', ''], Mean: 1.0375942403308902, Standard deviation: 1.1201749144179505, Time elapsed: 0.006729 seconds
2023-04-19 11:38:00,004:INFO:Row: ['normal', '10000', '8.243828285', '25.54287565'], Mean: 7.7945488109041605, Standard deviation: 25.41183470470438, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,004:INFO:Row: ['binomial', '1000', '954', '0.66866644'], Mean: 637.201, Standard deviation: 14.510361780465711, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,004:INFO:Row: ['weibull', '100000', '0.826406419', ''], Mean: 1.1057186261501981, Standard deviation: 1.349833421739314, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,025:INFO:Row: ['binomial', '100000', '773', '0.973564867'], Mean: 752.5622, Standard deviation: 4.4461883855725235, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,025:INFO:Row: ['weibull', '10000', '0.369386012', ''], Mean: 4.22056875205809, Standard deviation: 16.660270869303872, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,025:INFO:Row: ['weibull', '10000', '0.463609304', ''], Mean: 2.3160194588714154, Standard deviation: 5.751347751756436, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,025:INFO:Row: ['weibull', '1000', '0.851143895', ''], Mean: 1.1310502523498107, Standard deviation: 1.3901861800560926, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,025:INFO:Row: ['binomial', '100000', '727', '0.005608549'], Mean: 4.08375, Standard deviation: 2.0134587002220834, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,025:INFO:Row: ['poisson', '10000', '2', ''], Mean: 2.0188, Standard deviation: 1.4244460537345736, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,025:INFO:Row: ['poisson', '1000', '57', ''], Mean: 56.919, Standard deviation: 7.614357425285472, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,025:INFO:Row: ['binomial', '1000', '221', '0.256954958'], Mean: 56.681, Standard deviation: 6.3609149499109, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,042:INFO:Row: ['weibull', '1000', '0.492985738', ''], Mean: 2.1049039371895435, Standard deviation: 4.668572853664734, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,042:INFO:Row: ['binomial', '100000', '79', '0.519698916'], Mean: 41.05332, Standard deviation: 4.44677602062438, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,042:INFO:Row: ['binomial', '1000', '662', '0.489961023'], Mean: 323.811, Standard deviation: 13.303431098780495, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,042:INFO:Row: ['uniform', '1000', '0', '37.09472265'], Mean: 18.812366503048544, Standard deviation: 10.900488743117354, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,042:INFO:Row: ['binomial', '10000', '607', '0.1788388'], Mean: 108.6293, Standard deviation: 9.369273264773527, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,042:INFO:Row: ['weibull', '10000', '0.611797935', ''], Mean: 1.4856985213940395, Standard deviation: 2.470761934249598, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,042:INFO:Row: ['binomial', '10000', '660', '0.444382004'], Mean: 293.2708, Standard deviation: 12.837307636728193, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,042:INFO:Row: ['normal', '100000', '28.12820778', '33.85621621'], Mean: 28.058846389632695, Standard deviation: 33.94085006395925, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,042:INFO:Row: ['normal', '10000', '17.99486261', '28.79077037'], Mean: 18.179992298551014, Standard deviation: 28.833206060210713, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,042:INFO:Row: ['poisson', '1000', '69', ''], Mean: 68.843, Standard deviation: 8.469731459733538, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,057:INFO:Row: ['binomial', '1000', '445', '0.976007429'], Mean: 434.314, Standard deviation: 3.257208006867231, Time elapsed: 0.015824 seconds
2023-04-19 11:38:00,058:INFO:Row: ['normal', '1000', '21.98298633', '49.19057157'], Mean: 23.321884801798667, Standard deviation: 49.1905233691954, Time elapsed: 0.015824 seconds
2023-04-19 11:38:00,058:INFO:Row: ['binomial', '1000', '337', '0.347531269'], Mean: 116.855, Standard deviation: 9.145489325345036, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,058:INFO:Row: ['poisson', '10000', '31', ''], Mean: 30.9304, Standard deviation: 5.558934775656214, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,058:INFO:Row: ['uniform', '10000', '0', '5.46749024'], Mean: 2.741203581810069, Standard deviation: 1.5711303492833266, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,058:INFO:Row: ['normal', '10000', '95.72694768', '45.09248423'], Mean: 96.16782110856717, Standard deviation: 45.31304760308025, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,058:INFO:Row: ['normal', '1000', '34.64630354', '31.54772407'], Mean: 33.990093111786194, Standard deviation: 31.284260085734537, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,070:INFO:Row: ['poisson', '100000', '59', ''], Mean: 59.034, Standard deviation: 7.710323209827198, Time elapsed: 0.012014 seconds
2023-04-19 11:38:00,070:INFO:Row: ['poisson', '1000', '23', ''], Mean: 23.155, Standard deviation: 4.803225478779858, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,070:INFO:Row: ['uniform', '1000', '0', '24.89076541'], Mean: 12.377510891518678, Standard deviation: 7.050238921890344, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,070:INFO:Row: ['poisson', '100000', '16', ''], Mean: 16.01431, Standard deviation: 3.9871700771223693, Time elapsed: 0.000000 seconds
2023-04-19 11:38:00,070:INFO:Row: ['weibull', '100000', '0.885143788', ''], Mean: 1.0645777176350015, Standard deviation: 1.200233101695883, Time elapsed: 0.000000 seconds
